performance_score,avg_training_score,training_efficiency,previous_year_rating,experience_ratio,awards_won?,age,recruitment_channel_sourcing,gender,education,joining_age,department_Sales & Marketing,length_of_service,no_of_trainings,training_frequency,department_Operations,department_Technology,department_Procurement,department_Legal,department_Finance,is_promoted
51.0,51,51.0,1.0,0.167,0,36,0,0,1,30,1,6,1,0.143,0,0,0,0,0,0
153.0,51,25.5,3.0,0.037,0,27,1,1,1,26,0,1,2,1.0,0,0,0,0,0,0
216.0,72,36.0,3.0,0.091,0,22,0,1,0,20,0,2,2,0.667,0,0,1,0,0,0
132.0,66,66.0,2.0,0.172,0,29,0,1,1,24,0,5,1,0.167,0,0,1,0,0,0
144.0,72,72.0,2.0,0.194,1,31,0,1,2,25,0,6,1,0.143,0,0,0,0,1,1
147.0,49,49.0,3.0,0.189,0,37,0,0,1,30,0,7,1,0.125,0,0,0,0,0,0
195.0,65,65.0,3.0,0.147,0,34,1,0,1,29,0,5,1,0.167,1,0,0,0,0,0
166.0,83,83.0,2.0,0.067,0,30,0,1,1,28,0,2,1,0.333,0,0,0,0,0,0
0.0,84,28.0,0.0,0.032,0,31,0,1,1,30,0,1,3,1.5,0,0,0,0,0,0
310.0,62,62.0,5.0,0.103,0,39,0,1,2,35,0,4,1,0.2,1,0,0,0,0,0
186.0,62,62.0,3.0,0.122,1,49,0,1,1,43,0,6,1,0.143,0,0,0,0,0,1
147.0,49,49.0,3.0,0.103,0,29,0,1,1,26,1,3,1,0.25,0,0,0,0,0,0
275.0,55,55.0,5.0,0.167,0,30,0,0,2,25,0,5,1,0.167,1,0,0,0,0,0
290.0,58,29.0,5.0,0.222,0,36,0,1,2,28,0,8,2,0.222,1,0,0,0,0,0
50.0,50,50.0,1.0,0.206,0,34,1,1,2,27,1,7,1,0.125,0,0,0,0,0,0
415.0,83,83.0,5.0,0.097,0,31,1,1,1,28,0,3,1,0.25,0,1,0,0,0,0
340.0,68,68.0,5.0,0.297,0,37,0,1,2,26,0,11,1,0.083,0,0,1,0,0,0
275.0,55,55.0,5.0,0.194,0,36,0,1,1,29,0,7,1,0.125,1,0,0,0,0,0
138.0,46,46.0,3.0,0.065,0,31,1,1,1,29,1,2,1,0.333,0,0,0,0,0,0
252.0,63,31.5,4.0,0.241,0,29,0,1,1,22,0,7,2,0.25,1,0,0,0,0,0
224.0,56,56.0,4.0,0.056,0,36,1,1,1,34,0,2,1,0.333,1,0,0,0,0,0
180.0,45,15.0,4.0,0.222,0,36,0,1,1,28,1,8,3,0.333,0,0,0,0,0,0
122.0,61,61.0,2.0,0.195,0,41,0,1,1,33,0,8,1,0.111,1,0,0,0,0,0
248.0,62,62.0,4.0,0.119,1,59,0,1,2,52,0,7,1,0.125,0,0,0,1,0,0
183.0,61,61.0,3.0,0.143,0,28,0,0,1,24,0,4,1,0.2,1,0,0,0,0,0
159.0,53,26.5,3.0,0.125,0,24,0,1,1,21,1,3,2,0.5,0,0,0,0,0,0
292.0,73,73.0,4.0,0.237,0,38,1,0,2,29,0,9,1,0.1,0,0,1,0,0,0
54.0,54,54.0,1.0,0.08,0,25,0,1,1,23,1,2,1,0.333,0,0,0,0,0,0
325.0,65,65.0,5.0,0.194,0,31,0,1,1,25,0,6,1,0.143,1,0,0,0,0,0
49.0,49,24.5,1.0,0.302,0,43,1,1,1,30,1,13,2,0.143,0,0,0,0,0,0
260.0,52,52.0,5.0,0.233,0,30,1,1,1,23,1,7,1,0.125,0,0,0,0,0,0
132.0,44,44.0,3.0,0.098,0,51,1,1,2,46,1,5,1,0.167,0,0,0,0,0,0
165.0,55,55.0,3.0,0.069,0,29,0,0,1,27,0,2,1,0.333,1,0,0,0,0,0
228.0,76,76.0,3.0,0.22,0,41,0,1,2,32,0,9,1,0.1,0,1,0,0,0,0
0.0,71,71.0,0.0,0.042,0,24,0,0,1,23,0,1,1,0.5,0,0,1,0,0,0
46.0,46,46.0,1.0,0.263,0,38,1,1,1,28,1,10,1,0.091,0,0,0,0,0,0
186.0,62,31.0,3.0,0.256,0,39,0,1,1,29,0,10,2,0.182,1,0,0,0,0,0
305.0,61,61.0,5.0,0.048,0,42,0,1,2,40,0,2,1,0.333,1,0,0,0,0,0
425.0,85,42.5,5.0,0.091,0,33,1,1,1,30,0,3,2,0.5,0,0,0,0,0,0
410.0,82,41.0,5.0,0.08,0,25,1,1,1,23,0,2,2,0.667,0,0,0,0,0,0
75.0,75,37.5,1.0,0.194,0,31,0,1,1,25,0,6,2,0.286,0,1,0,0,0,0
48.0,48,48.0,1.0,0.212,0,33,0,1,2,26,1,7,1,0.125,0,0,0,0,0,0
92.0,46,46.0,2.0,0.148,0,27,1,1,1,23,1,4,1,0.2,0,0,0,0,0,0
308.0,77,77.0,4.0,0.1,0,50,1,0,1,45,0,5,1,0.167,0,1,0,0,0,0
207.0,69,34.5,3.0,0.074,0,27,1,1,1,25,0,2,2,0.667,0,0,1,0,0,0
300.0,60,60.0,5.0,0.275,0,40,0,0,2,29,0,11,1,0.083,1,0,0,0,0,0
276.0,69,69.0,4.0,0.128,0,39,1,1,2,34,0,5,1,0.167,0,0,1,0,0,0
328.0,82,82.0,4.0,0.194,0,36,1,0,1,29,0,7,1,0.125,0,1,0,0,0,0
48.0,48,48.0,1.0,0.1,0,30,0,1,1,27,1,3,1,0.25,0,0,0,0,0,0
0.0,52,52.0,0.0,0.036,0,28,1,1,1,27,1,1,1,0.5,0,0,0,0,0,0
265.0,53,53.0,5.0,0.175,0,40,0,1,2,33,1,7,1,0.125,0,0,0,0,0,0
188.0,47,47.0,4.0,0.2,0,35,0,1,1,28,1,7,1,0.125,0,0,0,0,0,0
73.0,73,73.0,1.0,0.129,0,31,0,0,1,27,0,4,1,0.2,0,0,1,0,0,0
276.0,69,69.0,4.0,0.083,0,24,1,0,1,22,0,2,1,0.333,0,0,1,0,0,0
225.0,45,45.0,5.0,0.305,0,59,0,0,2,41,0,18,1,0.053,0,0,0,0,0,0
213.0,71,71.0,3.0,0.161,0,31,0,0,1,26,0,5,1,0.167,0,1,0,0,0,0
51.0,51,51.0,1.0,0.152,0,33,1,1,2,28,0,5,1,0.167,0,0,0,0,0,0
186.0,62,31.0,3.0,0.262,0,42,1,1,2,31,0,11,2,0.167,1,0,0,0,0,0
207.0,69,69.0,3.0,0.163,0,43,0,1,2,36,0,7,1,0.125,0,0,1,0,0,0
240.0,80,80.0,3.0,0.129,0,31,0,1,2,27,0,4,1,0.2,0,1,0,0,0,0
315.0,63,31.5,5.0,0.156,0,32,0,0,1,27,0,5,2,0.333,1,0,0,0,0,0
0.0,46,46.0,0.0,0.043,0,23,0,1,1,22,1,1,1,0.5,0,0,0,0,0,0
66.0,66,66.0,1.0,0.133,0,30,1,1,1,26,0,4,1,0.2,0,0,1,0,0,0
204.0,51,51.0,4.0,0.059,0,34,0,1,1,32,1,2,1,0.333,0,0,0,0,0,0
124.0,62,62.0,2.0,0.107,0,28,0,0,1,25,0,3,1,0.25,1,0,0,0,0,0
192.0,64,64.0,3.0,0.08,0,25,0,0,1,23,0,2,1,0.333,1,0,0,0,0,0
310.0,62,62.0,5.0,0.257,0,35,1,1,1,26,0,9,1,0.1,1,0,0,0,0,0
310.0,62,62.0,5.0,0.3,0,40,0,1,1,28,0,12,1,0.077,0,0,0,0,1,0
430.0,86,28.667,5.0,0.074,0,27,0,1,1,25,0,2,3,1.0,0,0,0,0,0,0
370.0,74,74.0,5.0,0.25,0,36,0,1,1,27,0,9,1,0.1,1,0,0,0,0,1
0.0,49,49.0,0.0,0.05,0,20,1,1,1,19,1,1,1,0.5,0,0,0,0,0,0
435.0,87,87.0,5.0,0.111,0,27,0,1,1,24,0,3,1,0.25,0,0,0,0,0,0
150.0,50,25.0,3.0,0.067,0,30,0,0,1,28,1,2,2,0.667,0,0,0,0,0,0
285.0,57,57.0,5.0,0.125,0,40,1,0,2,35,0,5,1,0.167,1,0,0,0,0,0
250.0,50,50.0,5.0,0.115,0,26,1,1,1,23,0,3,1,0.25,0,0,0,0,0,1
142.0,71,71.0,2.0,0.171,0,35,0,0,1,29,0,6,1,0.143,0,0,1,0,0,0
237.0,79,79.0,3.0,0.236,0,55,1,1,1,42,0,13,1,0.071,0,1,0,0,0,0
153.0,51,51.0,3.0,0.333,0,45,1,1,1,30,1,15,1,0.062,0,0,0,0,0,0
245.0,49,49.0,5.0,0.132,0,38,1,1,2,33,1,5,1,0.167,0,0,0,0,0,0
0.0,48,48.0,0.0,0.04,0,25,1,0,1,24,0,1,1,0.5,0,0,0,0,0,0
244.0,61,30.5,4.0,0.306,0,36,1,1,1,25,0,11,2,0.167,0,0,0,0,1,0
255.0,85,85.0,3.0,0.326,0,43,0,1,2,29,0,14,1,0.067,0,0,0,0,0,0
249.0,83,41.5,3.0,0.222,0,36,0,0,2,28,0,8,2,0.222,0,1,0,0,0,0
150.0,50,50.0,3.0,0.212,0,33,0,1,2,26,1,7,1,0.125,0,0,0,0,0,0
150.0,50,50.0,3.0,0.206,0,34,1,1,2,27,0,7,1,0.125,0,0,0,0,0,0
335.0,67,67.0,5.0,0.143,0,28,1,0,1,24,0,4,1,0.2,0,0,1,0,0,0
425.0,85,85.0,5.0,0.2,0,55,0,0,2,44,0,11,1,0.083,1,0,0,0,0,1
153.0,51,17.0,3.0,0.037,0,27,0,1,1,26,1,1,3,1.5,0,0,0,0,0,0
96.0,48,48.0,2.0,0.077,0,26,0,1,1,24,1,2,1,0.333,0,0,0,0,0,0
102.0,51,25.5,2.0,0.077,0,26,0,1,1,24,1,2,2,0.667,0,0,0,0,0,0
248.0,62,31.0,4.0,0.188,0,32,0,1,2,26,0,6,2,0.286,1,0,0,0,0,0
249.0,83,83.0,3.0,0.257,0,35,1,0,2,26,0,9,1,0.1,0,1,0,0,0,0
116.0,58,58.0,2.0,0.078,0,51,1,0,2,47,0,4,1,0.2,1,0,0,0,0,0
138.0,46,46.0,3.0,0.2,0,35,0,0,1,28,0,7,1,0.125,0,0,0,0,0,0
53.0,53,53.0,1.0,0.152,0,33,1,1,1,28,0,5,1,0.167,0,0,0,0,0,0
168.0,56,56.0,3.0,0.154,0,39,0,0,2,33,0,6,1,0.143,1,0,0,0,0,0
380.0,76,76.0,5.0,0.273,0,55,1,1,2,40,0,15,1,0.062,1,0,0,0,0,1
204.0,68,34.0,3.0,0.161,0,31,1,1,1,26,0,5,2,0.333,0,0,1,0,0,0
54.0,54,54.0,1.0,0.289,0,38,0,1,2,27,1,11,1,0.083,0,0,0,0,0,0
142.0,71,35.5,2.0,0.245,0,49,1,1,2,37,0,12,2,0.154,0,0,1,0,0,0
192.0,48,48.0,4.0,0.242,0,33,1,1,1,25,1,8,1,0.111,0,0,0,0,0,0
141.0,47,15.667,3.0,0.125,0,24,0,1,1,21,1,3,3,0.75,0,0,0,0,0,0
195.0,65,65.0,3.0,0.286,0,56,1,0,2,40,0,16,1,0.059,0,0,1,0,0,0
153.0,51,51.0,3.0,0.241,0,58,1,0,1,44,1,14,1,0.067,0,0,0,0,0,0
59.0,59,59.0,1.0,0.107,0,28,0,1,1,25,0,3,1,0.25,1,0,0,0,0,0
249.0,83,83.0,3.0,0.103,0,29,1,1,1,26,0,3,1,0.25,0,0,0,0,0,0
460.0,92,92.0,5.0,0.212,0,33,0,0,1,26,0,7,1,0.125,0,0,1,0,0,1
183.0,61,61.0,3.0,0.125,0,32,1,0,1,28,0,4,1,0.2,0,0,0,0,1,0
246.0,82,41.0,3.0,0.143,0,28,1,1,1,24,0,4,2,0.4,0,1,0,0,0,0
245.0,49,49.0,5.0,0.308,0,52,0,0,1,36,0,16,1,0.059,0,0,0,0,0,0
183.0,61,61.0,3.0,0.1,0,30,0,1,1,27,0,3,1,0.25,0,0,0,0,1,0
135.0,45,45.0,3.0,0.111,0,45,0,1,2,40,1,5,1,0.167,0,0,0,0,0,0
168.0,56,18.667,3.0,0.318,0,44,1,1,1,30,0,14,3,0.2,1,0,0,0,0,0
104.0,52,52.0,2.0,0.206,0,34,1,1,1,27,1,7,1,0.125,0,0,0,0,0,0
0.0,78,78.0,0.0,0.036,0,28,1,1,1,27,0,1,1,0.5,0,0,0,0,0,0
156.0,52,52.0,3.0,0.111,0,27,0,1,1,24,1,3,1,0.25,0,0,0,0,0,0
171.0,57,57.0,3.0,0.148,0,27,0,0,1,23,0,4,1,0.2,1,0,0,0,0,0
252.0,84,84.0,3.0,0.103,0,29,0,1,1,26,0,3,1,0.25,0,0,0,0,0,0
159.0,53,53.0,3.0,0.08,0,25,0,1,1,23,1,2,1,0.333,0,0,0,0,0,0
290.0,58,58.0,5.0,0.2,0,35,0,0,1,28,0,7,1,0.125,1,0,0,0,0,0
79.0,79,79.0,1.0,0.268,0,56,0,0,1,41,0,15,1,0.062,0,1,0,0,0,0
183.0,61,30.5,3.0,0.067,0,30,1,1,1,28,0,2,2,0.667,0,0,0,0,1,0
232.0,58,29.0,4.0,0.123,0,57,0,1,2,50,0,7,2,0.25,0,0,0,0,1,0
80.0,80,80.0,1.0,0.303,0,33,0,1,2,23,0,10,1,0.091,0,1,0,0,0,0
210.0,70,70.0,3.0,0.156,0,32,1,0,2,27,0,5,1,0.167,0,0,1,0,0,1
310.0,62,31.0,5.0,0.077,0,26,1,0,1,24,0,2,2,0.667,1,0,0,0,0,0
159.0,53,53.0,3.0,0.305,0,59,1,1,2,41,0,18,1,0.053,0,0,0,0,0,0
153.0,51,51.0,3.0,0.036,0,56,0,1,1,54,1,2,1,0.333,0,0,0,0,0,0
165.0,55,55.0,3.0,0.189,0,37,1,1,1,30,0,7,1,0.125,1,0,0,0,0,1
0.0,59,59.0,0.0,0.038,0,26,0,1,1,25,0,1,1,0.5,0,0,0,0,1,1
189.0,63,63.0,3.0,0.089,0,45,1,0,1,41,0,4,1,0.2,1,0,0,0,0,0
255.0,51,51.0,5.0,0.3,0,60,0,1,2,42,1,18,1,0.053,0,0,0,0,0,0
204.0,51,51.0,4.0,0.182,0,33,0,1,1,27,1,6,1,0.143,0,0,0,0,0,0
216.0,72,72.0,3.0,0.161,0,31,1,0,1,26,0,5,1,0.167,0,0,1,0,0,0
285.0,57,28.5,5.0,0.111,0,36,1,1,1,32,0,4,2,0.4,1,0,0,0,0,0
50.0,50,50.0,1.0,0.077,0,26,0,1,1,24,1,2,1,0.333,0,0,0,0,0,0
237.0,79,79.0,3.0,0.156,0,32,0,1,2,27,0,5,1,0.167,0,1,0,0,0,1
252.0,84,84.0,3.0,0.12,0,25,1,1,1,22,0,3,1,0.25,0,0,0,0,0,0
400.0,80,80.0,5.0,0.286,0,35,1,0,2,25,0,10,1,0.091,0,0,1,0,0,1
159.0,53,13.25,3.0,0.225,0,40,0,1,1,31,1,9,4,0.4,0,0,0,0,0,0
69.0,69,69.0,1.0,0.1,0,30,0,0,1,27,0,3,1,0.25,0,0,1,0,0,0
0.0,81,40.5,0.0,0.037,1,27,0,1,1,26,0,1,2,1.0,0,1,0,0,0,0
336.0,84,84.0,4.0,0.305,0,59,0,0,2,41,0,18,1,0.053,0,1,0,0,0,0
100.0,50,50.0,2.0,0.175,0,40,1,1,2,33,1,7,1,0.125,0,0,0,0,0,0
165.0,55,55.0,3.0,0.052,0,58,1,1,1,55,0,3,1,0.25,1,0,0,0,0,0
340.0,68,34.0,5.0,0.121,0,33,1,1,2,29,0,4,2,0.4,0,0,1,0,0,0
231.0,77,77.0,3.0,0.326,0,43,1,1,2,29,0,14,1,0.067,0,1,0,0,0,0
138.0,69,69.0,2.0,0.167,0,42,1,0,1,35,0,7,1,0.125,0,0,1,0,0,0
275.0,55,27.5,5.0,0.149,0,47,0,1,2,40,0,7,2,0.25,1,0,0,0,0,0
184.0,46,46.0,4.0,0.333,0,42,1,1,1,28,1,14,1,0.067,0,0,0,0,0,0
45.0,45,22.5,1.0,0.077,0,26,1,1,1,24,1,2,2,0.667,0,0,0,0,0,0
164.0,82,82.0,2.0,0.172,0,29,1,1,1,24,0,5,1,0.167,0,0,0,0,0,0
224.0,56,56.0,4.0,0.182,0,33,0,1,1,27,0,6,1,0.143,1,0,0,0,0,0
128.0,64,64.0,2.0,0.194,0,36,0,1,1,29,0,7,1,0.125,1,0,0,0,0,0
98.0,49,49.0,2.0,0.148,0,27,0,1,1,23,1,4,1,0.2,0,0,0,0,0,0
98.0,49,49.0,2.0,0.167,0,30,0,1,1,25,1,5,1,0.167,0,0,0,0,0,0
100.0,50,50.0,2.0,0.192,0,26,0,1,1,21,1,5,1,0.167,0,0,0,0,0,0
48.0,48,48.0,1.0,0.091,0,33,0,1,2,30,1,3,1,0.25,0,0,0,0,0,0
213.0,71,71.0,3.0,0.161,0,31,0,0,2,26,0,5,1,0.167,0,0,1,0,0,0
164.0,82,82.0,2.0,0.103,0,29,0,0,1,26,0,3,1,0.25,0,1,0,0,0,0
246.0,82,82.0,3.0,0.36,0,50,1,1,2,32,0,18,1,0.053,0,0,0,0,0,0
144.0,48,48.0,3.0,0.42,0,50,0,1,1,29,0,21,1,0.045,0,0,0,0,0,0
44.0,44,22.0,1.0,0.093,0,54,0,1,1,49,1,5,2,0.333,0,0,0,0,0,0
207.0,69,69.0,3.0,0.294,0,34,1,1,1,24,0,10,1,0.091,0,0,1,0,0,0
243.0,81,81.0,3.0,0.091,0,44,1,1,2,40,0,4,1,0.2,0,1,0,0,0,0
156.0,52,52.0,3.0,0.127,0,55,1,1,2,48,1,7,1,0.125,0,0,0,0,0,0
204.0,51,51.0,4.0,0.271,0,59,0,1,1,43,1,16,1,0.059,0,0,0,0,0,0
168.0,56,56.0,3.0,0.093,0,43,0,1,1,39,0,4,1,0.2,1,0,0,0,0,0
425.0,85,85.0,5.0,0.152,0,33,0,1,2,28,0,5,1,0.167,0,0,0,0,0,0
180.0,60,60.0,3.0,0.148,0,27,1,0,1,23,0,4,1,0.2,1,0,0,0,0,0
240.0,60,60.0,4.0,0.075,0,40,0,1,2,37,0,3,1,0.25,1,0,0,0,0,0
260.0,52,52.0,5.0,0.148,0,27,1,0,1,23,0,4,1,0.2,0,0,0,0,0,0
425.0,85,85.0,5.0,0.179,0,39,0,0,1,32,0,7,1,0.125,0,0,1,0,0,1
58.0,58,58.0,1.0,0.2,0,30,1,0,1,24,0,6,1,0.143,1,0,0,0,0,0
245.0,49,49.0,5.0,0.225,0,40,0,1,1,31,1,9,1,0.1,0,0,0,0,0,0
52.0,52,52.0,1.0,0.161,0,31,0,0,1,26,1,5,1,0.167,0,0,0,0,0,0
189.0,63,63.0,3.0,0.152,0,46,1,1,1,39,0,7,1,0.125,1,0,0,0,0,0
80.0,80,80.0,1.0,0.143,0,28,0,1,1,24,0,4,1,0.2,0,1,0,0,0,0
235.0,47,23.5,5.0,0.219,0,32,0,1,1,25,1,7,2,0.25,0,0,0,0,0,0
55.0,55,55.0,1.0,0.094,0,32,0,1,1,29,1,3,1,0.25,0,0,0,0,0,0
49.0,49,49.0,1.0,0.152,0,33,0,1,2,28,1,5,1,0.167,0,0,0,0,0,0
258.0,86,86.0,3.0,0.167,0,30,0,1,1,25,0,5,1,0.167,0,0,1,0,0,1
250.0,50,50.0,5.0,0.128,0,39,0,1,1,34,1,5,1,0.167,0,0,0,0,0,0
336.0,84,84.0,4.0,0.2,0,30,0,0,1,24,0,6,1,0.143,0,1,0,0,0,0
470.0,94,94.0,5.0,0.222,0,27,0,1,1,21,0,6,1,0.143,0,0,0,0,0,1
249.0,83,83.0,3.0,0.257,0,35,0,1,2,26,0,9,1,0.1,0,0,0,0,0,0
200.0,50,50.0,4.0,0.3,0,30,0,0,2,21,0,9,1,0.1,0,0,0,0,0,0
285.0,57,57.0,5.0,0.194,0,31,0,0,1,25,0,6,1,0.143,1,0,0,0,0,0
201.0,67,16.75,3.0,0.326,0,43,1,1,2,29,0,14,4,0.267,0,0,1,0,0,0
180.0,45,45.0,4.0,0.194,0,31,0,1,1,25,1,6,1,0.143,0,0,0,0,0,0
171.0,57,57.0,3.0,0.071,0,28,0,0,1,26,0,2,1,0.333,0,0,0,0,1,0
295.0,59,29.5,5.0,0.077,0,26,0,1,1,24,0,2,2,0.667,0,0,0,0,1,0
0.0,48,24.0,0.0,0.045,1,22,0,1,1,21,1,1,2,1.0,0,0,0,0,0,1
255.0,51,51.0,5.0,0.136,0,44,1,0,2,38,1,6,1,0.143,0,0,0,0,0,0
132.0,44,44.0,3.0,0.051,1,39,1,1,1,37,1,2,1,0.333,0,0,0,0,0,0
430.0,86,43.0,5.0,0.079,0,38,1,1,2,35,0,3,2,0.5,0,0,0,0,0,0
144.0,72,72.0,2.0,0.095,0,21,0,0,0,19,0,2,1,0.333,0,0,1,0,0,0
138.0,46,46.0,3.0,0.069,0,29,1,1,1,27,1,2,1,0.333,0,0,0,0,0,0
52.0,52,52.0,1.0,0.118,0,34,1,1,2,30,1,4,1,0.2,0,0,0,0,0,0
52.0,52,52.0,1.0,0.086,0,35,0,1,1,32,1,3,1,0.25,0,0,0,0,0,0
246.0,82,82.0,3.0,0.278,1,54,0,1,2,39,0,15,1,0.062,0,0,1,0,0,1
310.0,62,62.0,5.0,0.083,0,36,0,1,1,33,0,3,1,0.25,1,0,0,0,0,0
216.0,72,72.0,3.0,0.128,0,47,1,1,2,41,0,6,1,0.143,0,0,1,0,0,0
124.0,62,62.0,2.0,0.138,0,29,0,1,1,25,0,4,1,0.2,1,0,0,0,0,0
240.0,48,48.0,5.0,0.242,0,33,1,1,2,25,1,8,1,0.111,0,0,0,0,0,0
344.0,86,86.0,4.0,0.186,0,43,0,1,1,35,0,8,1,0.111,0,1,0,0,0,0
96.0,48,48.0,2.0,0.074,0,27,1,0,1,25,0,2,1,0.333,0,0,0,0,0,0
240.0,60,60.0,4.0,0.349,0,43,0,0,1,28,0,15,1,0.062,1,0,0,0,0,0
430.0,86,86.0,5.0,0.094,0,32,0,1,1,29,0,3,1,0.25,0,0,0,0,0,0
272.0,68,68.0,4.0,0.143,0,35,0,0,2,30,0,5,1,0.167,0,0,1,0,0,0
150.0,50,50.0,3.0,0.25,0,32,1,0,1,24,1,8,1,0.111,0,0,0,0,0,0
192.0,48,48.0,4.0,0.077,0,26,0,0,1,24,0,2,1,0.333,0,0,0,0,0,0
265.0,53,53.0,5.0,0.2,0,35,0,1,1,28,1,7,1,0.125,0,0,0,0,0,0
430.0,86,43.0,5.0,0.115,0,26,1,0,1,23,0,3,2,0.5,0,0,0,0,0,0
174.0,58,58.0,3.0,0.229,0,35,0,0,1,27,0,8,1,0.111,1,0,0,0,0,0
72.0,72,72.0,1.0,0.077,0,26,1,1,1,24,0,2,1,0.333,0,0,1,0,0,0
300.0,60,60.0,5.0,0.053,0,38,0,1,1,36,0,2,1,0.333,1,0,0,0,0,0
305.0,61,61.0,5.0,0.167,0,30,0,1,2,25,0,5,1,0.167,1,0,0,0,0,0
255.0,85,85.0,3.0,0.206,0,34,0,1,1,27,0,7,1,0.125,0,0,0,0,0,0
174.0,58,58.0,3.0,0.077,0,26,1,1,1,24,0,2,1,0.333,1,0,0,0,0,0
252.0,84,42.0,3.0,0.241,0,58,1,1,2,44,0,14,2,0.133,0,0,0,0,0,0
246.0,82,82.0,3.0,0.095,0,42,0,1,1,38,0,4,1,0.2,0,1,0,0,0,0
255.0,85,85.0,3.0,0.069,0,29,0,1,1,27,0,2,1,0.333,0,0,0,0,0,0
174.0,58,29.0,3.0,0.182,0,33,0,1,1,27,0,6,2,0.286,1,0,0,0,0,0
177.0,59,19.667,3.0,0.125,0,32,0,0,1,28,0,4,3,0.6,0,0,0,0,1,0
240.0,60,60.0,4.0,0.278,0,36,0,1,1,26,1,10,1,0.091,0,0,0,0,0,1
50.0,50,50.0,1.0,0.065,0,31,1,1,1,29,0,2,1,0.333,0,0,0,0,0,0
58.0,58,58.0,1.0,0.243,0,37,0,1,2,28,0,9,1,0.1,1,0,0,0,0,0
245.0,49,49.0,5.0,0.281,0,57,0,1,2,41,1,16,1,0.059,0,0,0,0,0,0
228.0,76,76.0,3.0,0.25,0,32,1,1,2,24,0,8,1,0.111,0,0,1,0,0,0
225.0,45,45.0,5.0,0.148,0,27,0,0,1,23,0,4,1,0.2,0,0,0,0,0,0
50.0,50,25.0,1.0,0.209,0,43,0,1,2,34,1,9,2,0.2,0,0,0,0,0,0
49.0,49,49.0,1.0,0.056,0,36,0,1,2,34,1,2,1,0.333,0,0,0,0,0,0
204.0,68,68.0,3.0,0.091,0,55,0,1,1,50,0,5,1,0.167,0,0,1,0,0,0
204.0,51,51.0,4.0,0.184,0,49,0,1,2,40,1,9,1,0.1,0,0,0,0,0,0
360.0,90,90.0,4.0,0.235,0,34,0,1,1,26,0,8,1,0.111,0,0,0,0,0,0
51.0,51,51.0,1.0,0.167,0,30,0,1,1,25,1,5,1,0.167,0,0,0,0,0,0
470.0,94,94.0,5.0,0.194,0,31,0,1,1,25,0,6,1,0.143,1,0,0,0,0,1
240.0,60,60.0,4.0,0.306,0,49,0,0,1,34,0,15,1,0.062,1,0,0,0,0,0
308.0,77,25.667,4.0,0.154,0,26,0,1,1,22,0,4,3,0.6,0,1,0,0,0,0
147.0,49,49.0,3.0,0.107,0,28,1,1,2,25,1,3,1,0.25,0,0,0,0,0,0
300.0,75,75.0,4.0,0.065,0,31,1,0,1,29,0,2,1,0.333,0,1,0,0,0,0
350.0,70,70.0,5.0,0.27,0,37,1,1,2,27,0,10,1,0.091,0,0,1,0,0,0
102.0,51,51.0,2.0,0.091,0,22,0,1,1,20,1,2,1,0.333,0,0,0,0,0,0
177.0,59,29.5,3.0,0.071,0,28,0,1,1,26,0,2,2,0.667,0,0,0,0,1,0
168.0,84,84.0,2.0,0.156,0,32,0,1,1,27,0,5,1,0.167,0,0,0,0,0,0
165.0,55,55.0,3.0,0.244,0,41,1,1,2,31,0,10,1,0.091,1,0,0,0,0,0
235.0,47,47.0,5.0,0.114,0,44,0,0,2,39,0,5,1,0.167,0,0,0,0,0,0
285.0,57,57.0,5.0,0.103,0,29,0,1,1,26,0,3,1,0.25,0,0,0,0,1,0
0.0,53,53.0,0.0,0.045,0,22,0,0,1,21,1,1,1,0.5,0,0,0,0,0,0
98.0,49,49.0,2.0,0.222,0,36,0,1,1,28,1,8,1,0.111,0,0,0,0,0,0
316.0,79,79.0,4.0,0.133,0,30,0,1,1,26,0,4,1,0.2,0,1,0,0,0,0
0.0,59,59.0,0.0,0.042,0,24,0,1,1,23,0,1,1,0.5,1,0,0,0,0,0
165.0,55,27.5,3.0,0.129,0,31,0,0,1,27,0,4,2,0.4,1,0,0,0,0,1
0.0,75,75.0,0.0,0.037,0,27,0,1,1,26,0,1,1,0.5,0,1,0,0,0,0
290.0,58,58.0,5.0,0.216,0,37,1,0,2,29,0,8,1,0.111,1,0,0,0,0,0
184.0,46,46.0,4.0,0.303,0,33,1,1,1,23,1,10,1,0.091,0,0,0,0,0,0
234.0,78,78.0,3.0,0.106,0,47,1,0,1,42,0,5,1,0.167,0,1,0,0,0,0
320.0,80,80.0,4.0,0.061,0,33,1,1,1,31,0,2,1,0.333,0,1,0,0,0,0
248.0,62,62.0,4.0,0.05,0,40,1,0,2,38,0,2,1,0.333,1,0,0,0,0,1
0.0,77,77.0,0.0,0.038,0,26,0,0,1,25,0,1,1,0.5,0,1,0,0,0,0
300.0,75,75.0,4.0,0.194,0,36,0,0,1,29,0,7,1,0.125,0,1,0,0,0,0
168.0,56,18.667,3.0,0.154,0,26,1,1,1,22,0,4,3,0.6,0,0,0,0,1,0
410.0,82,41.0,5.0,0.244,0,45,1,1,1,34,0,11,2,0.167,0,0,0,0,0,0
240.0,80,40.0,3.0,0.051,0,39,0,1,1,37,0,2,2,0.667,0,1,0,0,0,0
150.0,50,50.0,3.0,0.185,0,27,0,0,1,22,1,5,1,0.167,0,0,0,0,0,0
